Complaint_ID,City,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MMR-15300,Navi Mumbai,Kharghar,Water,27,313951,Sunny,2026-03-23 07:11:26,17,High
MMR-9193,Mumbai,Powai,Garbage,71,302663,Rainy,2026-03-23 07:12:00,190,High
MMR-11925,Navi Mumbai,Turbhe,Drainage,25,174555,Rainy,2026-03-23 07:13:46,39,Low
MMR-8782,Mumbai,Matunga,Drainage,25,252000,Cloudy,2026-03-23 07:13:59,154,Low
MMR-8665,Mumbai,Kandivali,Water,62,620482,Sunny,2026-03-23 07:17:35,63,High
MMR-8745,Mumbai,Ghatkopar,Garbage,40,451122,Rainy,2026-03-23 07:21:23,8,High
MMR-10787,Mumbai,Wadala,Water,3,296700,Cloudy,2026-03-23 07:21:48,171,Low
MMR-11986,Mumbai,Bhayander,Garbage,62,517669,Rainy,2026-03-23 07:23:01,70,Low
MMR-5980,Mumbai,Dharavi,Roads,36,657364,Sunny,2026-03-23 07:24:45,21,Low
MMR-5743,Navi Mumbai,Turbhe,Garbage,2,184424,Sunny,2026-03-23 07:25:14,79,Low
MMR-8347,Mumbai,Bandra,Water,71,317691,Rainy,2026-03-23 07:26:33,46,High
MMR-5893,Mumbai,Colaba,Drainage,12,167887,Cloudy,2026-03-23 07:26:52,2,Medium
MMR-14667,Mumbai,Worli,Water,28,221460,Sunny,2026-03-23 07:28:38,33,Medium
MMR-10232,Mumbai,Chembur,Roads,49,373562,Sunny,2026-03-23 07:29:19,38,Medium
MMR-1727,Mumbai,Jogeshwari,Water,8,393677,Rainy,2026-03-23 07:29:50,67,Medium
MMR-9991,Navi Mumbai,Kharghar,Roads,95,306475,Rainy,2026-03-23 07:32:00,172,High
MMR-9931,Mumbai,Colaba,Water,52,192623,Rainy,2026-03-23 07:32:49,50,Low
MMR-20220,Mumbai,Chembur,Drainage,45,380729,Sunny,2026-03-23 07:33:57,53,Low
MMR-12918,Navi Mumbai,Pushpak Nagar,Water,87,114043,Cloudy,2026-03-23 07:36:18,118,Low
MMR-14011,Navi Mumbai,Ulwe,Roads,8,143055,Rainy,2026-03-23 07:42:46,11,Low
MMR-4104,Navi Mumbai,Turbhe,Drainage,9,192118,Sunny,2026-03-23 07:43:02,122,Low
MMR-13204,Mumbai,Matunga,Garbage,13,280753,Rainy,2026-03-23 07:43:08,23,Medium
MMR-19683,Navi Mumbai,Sanpada,Drainage,6,175824,Sunny,2026-03-23 07:43:16,4,Low
MMR-18762,Mumbai,Churchgate,Water,9,111673,Rainy,2026-03-23 07:44:40,6,Low
MMR-2702,Mumbai,Chembur,Drainage,89,381799,Cloudy,2026-03-23 07:44:57,118,High
MMR-20905,Mumbai,Ghatkopar,Garbage,29,442711,Sunny,2026-03-23 07:47:56,167,High
MMR-1007,Mumbai,Dharavi,Garbage,82,720634,Rainy,2026-03-23 07:52:35,51,Medium
MMR-12639,Navi Mumbai,Kamothe,Drainage,20,230474,Cloudy,2026-03-23 07:53:44,24,High
MMR-9769,Mumbai,Vile Parle,Drainage,27,304355,Cloudy,2026-03-23 07:54:23,180,Low
MMR-11654,Mumbai,Lower Parel,Water,60,194362,Rainy,2026-03-23 07:54:53,93,Low
MMR-4594,Navi Mumbai,Kamothe,Water,17,232150,Sunny,2026-03-23 07:57:18,24,Low
MMR-16071,Mumbai,Churchgate,Drainage,50,120801,Sunny,2026-03-23 08:03:49,118,Low
MMR-18713,Navi Mumbai,Sanpada,Water,65,164810,Rainy,2026-03-23 08:04:23,39,High
MMR-11886,Navi Mumbai,New Panvel,Garbage,84,224482,Rainy,2026-03-23 08:08:24,143,Medium
MMR-2156,Mumbai,Malad,Garbage,23,519501,Rainy,2026-03-23 08:08:25,162,Medium
MMR-13129,Navi Mumbai,Vashi,Garbage,52,329327,Rainy,2026-03-23 08:13:02,84,High
MMR-13759,Mumbai,Worli,Garbage,93,221419,Rainy,2026-03-23 08:15:08,49,Medium
MMR-7308,Mumbai,CST,Garbage,14,134104,Sunny,2026-03-23 08:15:09,90,Medium
MMR-6400,Mumbai,Vile Parle,Water,8,323353,Sunny,2026-03-23 08:20:46,137,High
MMR-20084,Navi Mumbai,Turbhe,Water,17,170277,Rainy,2026-03-23 08:25:22,6,Medium
MMR-7945,Mumbai,Santacruz,Roads,80,307213,Sunny,2026-03-23 08:27:37,58,Low
MMR-1277,Navi Mumbai,New Panvel,Roads,10,236115,Rainy,2026-03-23 08:30:02,9,Medium
MMR-5213,Mumbai,Santacruz,Roads,32,283130,Rainy,2026-03-23 08:31:28,31,Low
MMR-13893,Mumbai,Jogeshwari,Garbage,37,426324,Rainy,2026-03-23 08:33:23,58,Medium
MMR-1301,Mumbai,Sion,Water,35,366791,Cloudy,2026-03-23 08:34:56,126,Low
MMR-16942,Mumbai,Churchgate,Roads,12,124078,Rainy,2026-03-23 08:35:45,18,Medium
MMR-9469,Mumbai,Santacruz,Garbage,49,313532,Cloudy,2026-03-23 08:36:58,84,Medium
MMR-19732,Mumbai,Wadala,Water,90,302077,Sunny,2026-03-23 08:37:13,64,High
MMR-4266,Navi Mumbai,Dronagiri,Roads,5,110020,Rainy,2026-03-23 08:38:21,100,Medium
MMR-19257,Navi Mumbai,Roadpali,Water,7,135230,Sunny,2026-03-23 08:41:34,7,High
MMR-9804,Mumbai,Mulund,Garbage,42,378554,Rainy,2026-03-23 08:45:41,176,Medium
MMR-7554,Navi Mumbai,New Panvel,Water,24,258131,Cloudy,2026-03-23 08:50:30,27,Medium
MMR-13980,Mumbai,Borivali,Roads,57,598929,Cloudy,2026-03-23 08:52:53,79,Medium
MMR-19774,Navi Mumbai,Vashi,Drainage,72,298253,Cloudy,2026-03-23 08:52:56,117,Low
MMR-12853,Mumbai,Colaba,Water,15,180444,Sunny,2026-03-23 08:53:16,13,High
MMR-12751,Navi Mumbai,Roadpali,Drainage,35,139412,Sunny,2026-03-23 08:59:42,1,High
MMR-4943,Mumbai,Matunga,Garbage,12,243131,Rainy,2026-03-23 09:00:28,12,High
MMR-10683,Mumbai,Dharavi,Drainage,80,685799,Sunny,2026-03-23 09:04:03,46,Medium
MMR-10795,Navi Mumbai,Pushpak Nagar,Water,5,120512,Rainy,2026-03-23 09:09:54,167,Medium
MMR-1539,Navi Mumbai,Pushpak Nagar,Drainage,95,114376,Rainy,2026-03-23 09:10:12,88,High
MMR-8494,Navi Mumbai,Taloja,Drainage,13,179141,Cloudy,2026-03-23 09:10:39,142,Low
MMR-2642,Mumbai,Juhu,Drainage,16,212041,Cloudy,2026-03-23 09:14:00,87,Medium
MMR-2025,Navi Mumbai,Panvel,Drainage,51,423619,Rainy,2026-03-23 09:15:56,98,Low
MMR-5291,Mumbai,Ghatkopar,Water,29,429953,Rainy,2026-03-23 09:16:31,14,Low
MMR-19644,Mumbai,Santacruz,Drainage,11,280525,Rainy,2026-03-23 09:17:23,173,High
MMR-3977,Navi Mumbai,Panvel,Roads,11,426420,Cloudy,2026-03-23 09:21:05,11,Low
MMR-18072,Mumbai,Hiranandani,Roads,15,157109,Sunny,2026-03-23 09:22:40,186,High
MMR-3410,Mumbai,Mulund,Roads,33,362226,Cloudy,2026-03-23 09:23:40,57,High
MMR-15765,Mumbai,Parel,Drainage,85,276565,Sunny,2026-03-23 09:25:07,93,High
MMR-8254,Navi Mumbai,Roadpali,Water,32,139263,Cloudy,2026-03-23 09:32:22,29,High
MMR-14918,Navi Mumbai,Seawoods,Water,17,200523,Rainy,2026-03-23 09:36:38,16,Low
MMR-12387,Mumbai,Goregaon,Water,77,463206,Sunny,2026-03-23 09:36:48,4,Medium
MMR-4828,Mumbai,Wadala,Drainage,1,275204,Cloudy,2026-03-23 09:38:05,1,Medium
MMR-9832,Navi Mumbai,Kalamboli,Garbage,12,207231,Rainy,2026-03-23 09:40:01,88,Low
MMR-7449,Mumbai,Colaba,Water,13,169921,Rainy,2026-03-23 09:42:50,10,High
MMR-4985,Mumbai,Powai,Roads,23,310910,Rainy,2026-03-23 09:46:51,13,Medium
MMR-6760,Navi Mumbai,Kalamboli,Water,9,197995,Sunny,2026-03-23 09:49:42,20,Low
MMR-15587,Mumbai,Ghatkopar,Garbage,32,451898,Sunny,2026-03-23 09:50:30,179,Low
MMR-19319,Mumbai,Borivali,Roads,40,571336,Rainy,2026-03-23 09:57:33,70,High
MMR-10000,Navi Mumbai,Airoli,Drainage,12,241922,Rainy,2026-03-23 10:00:19,8,High
MMR-12248,Mumbai,Worli,Roads,78,218944,Rainy,2026-03-23 10:04:28,99,Low
MMR-20968,Mumbai,Worli,Drainage,58,242195,Sunny,2026-03-23 10:07:53,56,High
MMR-10738,Mumbai,Jogeshwari,Garbage,19,385133,Rainy,2026-03-23 10:09:24,17,High
MMR-11477,Mumbai,Hiranandani,Drainage,34,159553,Rainy,2026-03-23 10:11:13,36,High
MMR-9528,Mumbai,Malad,Water,14,515741,Cloudy,2026-03-23 10:11:40,196,Medium
MMR-11004,Navi Mumbai,New Panvel,Drainage,47,242811,Rainy,2026-03-23 10:13:40,71,High
MMR-16733,Mumbai,Versova,Water,21,161380,Sunny,2026-03-23 10:28:26,35,High
MMR-8471,Mumbai,CST,Water,55,121208,Cloudy,2026-03-23 10:28:29,31,Medium
MMR-19464,Mumbai,Matunga,Water,67,272452,Sunny,2026-03-23 10:31:28,48,Medium
MMR-2425,Navi Mumbai,Ulwe,Water,64,140632,Rainy,2026-03-23 10:32:07,95,High
MMR-3093,Mumbai,Malad,Drainage,89,506725,Cloudy,2026-03-23 10:32:26,72,High
MMR-19345,Mumbai,Vikhroli,Roads,68,293571,Sunny,2026-03-23 10:36:45,62,Low
MMR-1625,Navi Mumbai,Ghansoli,Garbage,68,192656,Cloudy,2026-03-23 10:37:37,138,Medium
MMR-18628,Mumbai,Versova,Roads,32,181294,Cloudy,2026-03-23 10:39:42,28,Medium
MMR-7089,Mumbai,Jogeshwari,Water,16,393249,Cloudy,2026-03-23 10:42:15,179,Low
MMR-2844,Mumbai,Kandivali,Drainage,48,631317,Cloudy,2026-03-23 10:43:35,124,Low
MMR-11195,Navi Mumbai,Nerul,Roads,16,295065,Cloudy,2026-03-23 10:43:39,25,Low
MMR-12223,Mumbai,Santacruz,Drainage,79,296351,Cloudy,2026-03-23 10:50:15,149,High
MMR-16413,Mumbai,Chembur,Garbage,18,369327,Rainy,2026-03-23 10:50:39,76,Low
MMR-2621,Navi Mumbai,Turbhe,Water,91,178681,Rainy,2026-03-23 10:52:15,75,Medium
MMR-6467,Mumbai,Thane,Garbage,36,658939,Cloudy,2026-03-23 10:57:14,43,High
MMR-8461,Navi Mumbai,New Panvel,Water,98,256244,Sunny,2026-03-23 10:59:34,148,Medium
MMR-12687,Mumbai,Kandivali,Garbage,54,667526,Cloudy,2026-03-23 11:00:03,123,Medium
MMR-18566,Navi Mumbai,Kharghar,Roads,21,298744,Rainy,2026-03-23 11:01:51,36,Medium
MMR-13298,Navi Mumbai,Vashi,Drainage,56,331787,Cloudy,2026-03-23 11:07:04,55,Low
MMR-14496,Mumbai,Jogeshwari,Drainage,21,405545,Rainy,2026-03-23 11:08:13,46,High
MMR-17293,Navi Mumbai,Kopar Khairane,Garbage,90,212588,Rainy,2026-03-23 11:09:50,138,Medium
MMR-5265,Mumbai,Versova,Garbage,20,179811,Cloudy,2026-03-23 11:11:22,13,Medium
MMR-19654,Navi Mumbai,Pushpak Nagar,Drainage,4,125902,Sunny,2026-03-23 11:13:31,6,Low
MMR-1419,Mumbai,Powai,Roads,27,313559,Rainy,2026-03-23 11:16:31,42,Medium
MMR-5590,Navi Mumbai,New Panvel,Drainage,24,257634,Cloudy,2026-03-23 11:18:09,158,Medium
MMR-6730,Navi Mumbai,Pushpak Nagar,Drainage,94,125254,Cloudy,2026-03-23 11:20:26,172,Medium
MMR-12022,Mumbai,Wadala,Water,93,282035,Cloudy,2026-03-23 11:21:01,45,High
MMR-16864,Navi Mumbai,Airoli,Garbage,50,242962,Cloudy,2026-03-23 11:21:17,60,High
MMR-1725,Navi Mumbai,Kamothe,Drainage,57,233333,Rainy,2026-03-23 11:25:09,60,High
MMR-9718,Mumbai,Dharavi,Water,54,739012,Cloudy,2026-03-23 11:26:15,96,Low
MMR-7882,Mumbai,Thane,Drainage,58,711755,Cloudy,2026-03-23 11:26:40,146,Medium
MMR-4459,Mumbai,Santacruz,Garbage,35,285310,Rainy,2026-03-23 11:28:42,49,Low
MMR-20963,Navi Mumbai,Juinagar,Drainage,43,160470,Sunny,2026-03-23 11:32:49,128,Medium
MMR-4310,Mumbai,Chembur,Roads,35,368939,Cloudy,2026-03-23 11:36:37,147,High
MMR-8517,Navi Mumbai,Nerul,Drainage,53,283560,Cloudy,2026-03-23 11:40:14,127,Low
MMR-8844,Mumbai,Wadala,Drainage,60,264093,Sunny,2026-03-23 11:42:44,143,Medium
MMR-11595,Navi Mumbai,Nerul,Drainage,16,268457,Rainy,2026-03-23 11:44:15,19,Low
MMR-10479,Mumbai,Matunga,Garbage,96,257477,Sunny,2026-03-23 11:47:31,114,Medium
MMR-12131,Mumbai,Wadala,Roads,21,301556,Cloudy,2026-03-23 11:52:55,22,Low
MMR-5675,Navi Mumbai,Kamothe,Water,19,227862,Sunny,2026-03-23 11:57:03,21,Low
MMR-20620,Mumbai,Fort,Water,14,152434,Cloudy,2026-03-23 11:59:13,21,Low
MMR-12502,Navi Mumbai,Nerul,Roads,97,259961,Sunny,2026-03-23 12:02:26,77,High
MMR-4318,Navi Mumbai,Taloja,Water,4,163523,Rainy,2026-03-23 12:03:45,5,Low
MMR-3167,Mumbai,Worli,Drainage,6,213764,Sunny,2026-03-23 12:04:34,10,Low
MMR-18641,Mumbai,Bandra,Roads,37,299009,Cloudy,2026-03-23 12:05:01,58,High
MMR-10688,Navi Mumbai,New Panvel,Drainage,85,254374,Sunny,2026-03-23 12:06:58,108,High
MMR-16489,Mumbai,Vikhroli,Roads,12,286049,Cloudy,2026-03-23 12:11:08,13,Low
MMR-9381,Mumbai,Dadar,Drainage,54,527233,Rainy,2026-03-23 12:11:52,3,Medium
MMR-13718,Mumbai,Dharavi,Drainage,100,681287,Rainy,2026-03-23 12:13:32,198,High
MMR-5813,Navi Mumbai,Dronagiri,Drainage,6,104283,Sunny,2026-03-23 12:14:51,7,High
MMR-11054,Mumbai,Thane,Water,33,738222,Cloudy,2026-03-23 12:15:37,78,Medium
MMR-17955,Navi Mumbai,Seawoods,Roads,7,202524,Sunny,2026-03-23 12:16:00,61,High
MMR-12824,Mumbai,Mulund,Water,62,353134,Rainy,2026-03-23 12:17:25,155,Medium
MMR-16816,Mumbai,Dharavi,Garbage,36,755236,Cloudy,2026-03-23 12:17:34,112,Medium
MMR-8500,Mumbai,Matunga,Water,19,273750,Cloudy,2026-03-23 12:18:13,24,Low
MMR-10910,Navi Mumbai,Ulwe,Garbage,41,142641,Rainy,2026-03-23 12:18:20,58,Low
MMR-2066,Mumbai,Versova,Roads,13,165029,Sunny,2026-03-23 12:26:00,11,Low
MMR-16891,Mumbai,Fort,Drainage,21,141785,Sunny,2026-03-23 12:26:00,2,Low
MMR-16670,Navi Mumbai,Kharghar,Drainage,95,304914,Rainy,2026-03-23 12:30:55,16,Medium
MMR-15591,Mumbai,Juhu,Drainage,72,205901,Sunny,2026-03-23 12:31:18,63,Medium
MMR-10440,Mumbai,Kandivali,Drainage,24,586876,Sunny,2026-03-23 12:35:48,19,Low
MMR-7785,Mumbai,Andheri,Roads,44,916998,Sunny,2026-03-23 12:38:57,55,High
MMR-18271,Mumbai,Borivali,Garbage,84,606615,Rainy,2026-03-23 12:39:24,72,Medium
MMR-3961,Mumbai,Lower Parel,Roads,16,225061,Cloudy,2026-03-23 12:44:24,24,High
MMR-1548,Navi Mumbai,Ghansoli,Garbage,7,204568,Cloudy,2026-03-23 12:46:11,6,High
MMR-15680,Navi Mumbai,Belapur,Drainage,15,243367,Rainy,2026-03-23 12:46:55,25,Medium
MMR-7326,Mumbai,Santacruz,Drainage,41,305240,Sunny,2026-03-23 12:46:57,63,Medium
MMR-5258,Mumbai,Worli,Water,43,219508,Sunny,2026-03-23 12:47:44,48,Low
MMR-20674,Mumbai,Sion,Drainage,28,326670,Rainy,2026-03-23 12:49:03,25,Medium
MMR-5526,Mumbai,Vikhroli,Drainage,19,317075,Sunny,2026-03-23 12:49:59,28,Low
MMR-10084,Mumbai,Jogeshwari,Garbage,22,436180,Rainy,2026-03-23 12:51:26,11,Medium
MMR-5971,Mumbai,Versova,Garbage,40,176778,Cloudy,2026-03-23 12:53:14,22,High
MMR-4200,Navi Mumbai,Turbhe,Garbage,6,186926,Sunny,2026-03-23 12:54:16,127,Low
MMR-3651,Mumbai,Versova,Garbage,12,167344,Rainy,2026-03-23 12:54:58,9,Low
MMR-14182,Navi Mumbai,Pushpak Nagar,Roads,41,124234,Rainy,2026-03-23 12:55:21,47,Medium
MMR-9521,Mumbai,Churchgate,Roads,13,122535,Sunny,2026-03-23 12:57:37,17,Low
MMR-6369,Mumbai,Chembur,Water,28,386760,Cloudy,2026-03-23 13:08:26,168,Medium
MMR-6486,Mumbai,Mulund,Drainage,73,358879,Rainy,2026-03-23 13:08:51,112,High
MMR-4650,Navi Mumbai,Pushpak Nagar,Water,8,123545,Rainy,2026-03-23 13:14:12,9,Medium
MMR-19714,Navi Mumbai,Turbhe,Roads,11,191134,Sunny,2026-03-23 13:14:25,0,Low
MMR-7675,Mumbai,Lower Parel,Water,10,226624,Cloudy,2026-03-23 13:14:26,69,Medium
MMR-17816,Navi Mumbai,Kalamboli,Garbage,16,205180,Sunny,2026-03-23 13:15:06,28,Low
MMR-1595,Mumbai,Kandivali,Water,24,600934,Rainy,2026-03-23 13:19:10,37,Medium
MMR-6002,Mumbai,Kandivali,Roads,53,574855,Sunny,2026-03-23 13:19:33,69,Low
MMR-2067,Mumbai,Dadar,Garbage,60,511474,Cloudy,2026-03-23 13:21:08,195,Medium
MMR-14514,Mumbai,Borivali,Roads,35,622174,Sunny,2026-03-23 13:22:44,22,Low
MMR-2088,Navi Mumbai,Ulwe,Garbage,25,147419,Rainy,2026-03-23 13:23:24,41,Low
MMR-17632,Mumbai,Versova,Water,17,170311,Rainy,2026-03-23 13:25:32,11,Low
MMR-5261,Mumbai,Dharavi,Roads,8,738484,Cloudy,2026-03-23 13:27:47,8,Low
MMR-10794,Navi Mumbai,Nerul,Water,9,288318,Sunny,2026-03-23 13:35:31,9,Low
MMR-20557,Navi Mumbai,Airoli,Garbage,78,218152,Rainy,2026-03-23 13:40:42,90,Medium
MMR-12673,Mumbai,Mulund,Garbage,10,356276,Cloudy,2026-03-23 13:41:18,113,Low
MMR-12559,Mumbai,Colaba,Roads,36,173679,Sunny,2026-03-23 13:41:21,135,Medium
MMR-16491,Navi Mumbai,Juinagar,Garbage,16,161945,Rainy,2026-03-23 13:43:12,9,Low
MMR-13379,Mumbai,Lower Parel,Drainage,78,223445,Rainy,2026-03-23 13:44:32,119,Low
MMR-1300,Navi Mumbai,Ghansoli,Roads,53,204218,Rainy,2026-03-23 13:49:55,21,Medium
MMR-19866,Navi Mumbai,Nerul,Roads,9,295586,Sunny,2026-03-23 13:50:49,13,Medium
MMR-3425,Navi Mumbai,Pushpak Nagar,Roads,69,119693,Cloudy,2026-03-23 13:52:41,65,Medium
MMR-6577,Mumbai,CST,Water,37,120447,Cloudy,2026-03-23 13:55:45,25,Medium
MMR-6828,Navi Mumbai,Roadpali,Drainage,91,125075,Cloudy,2026-03-23 13:57:23,41,Medium
MMR-5001,Mumbai,Churchgate,Roads,58,126732,Sunny,2026-03-23 13:58:14,1,Low
MMR-17891,Mumbai,Versova,Drainage,17,174959,Cloudy,2026-03-23 13:58:25,13,Low
MMR-4337,Navi Mumbai,Kharghar,Garbage,66,306981,Sunny,2026-03-23 13:58:38,4,High
MMR-17043,Mumbai,Fort,Roads,8,142870,Sunny,2026-03-23 14:01:42,59,Low
MMR-10902,Mumbai,Juhu,Garbage,37,200876,Rainy,2026-03-23 14:01:52,65,High
MMR-6825,Navi Mumbai,Kopar Khairane,Water,17,207991,Cloudy,2026-03-23 14:02:13,28,Low
MMR-10987,Mumbai,Kurla,Drainage,34,449779,Sunny,2026-03-23 14:02:15,0,High
MMR-16547,Navi Mumbai,Kalamboli,Garbage,8,191507,Sunny,2026-03-23 14:04:21,7,Medium
MMR-13255,Mumbai,Chembur,Garbage,38,381941,Cloudy,2026-03-23 14:04:53,19,Low
MMR-7354,Mumbai,Wadala,Water,25,296682,Sunny,2026-03-23 14:07:39,69,High
MMR-4064,Mumbai,Dharavi,Garbage,45,654871,Sunny,2026-03-23 14:10:03,45,Medium
MMR-4309,Navi Mumbai,Vashi,Water,13,320267,Cloudy,2026-03-23 14:11:17,14,Low
MMR-5846,Navi Mumbai,Taloja,Drainage,24,162616,Rainy,2026-03-23 14:11:37,14,Low
MMR-18162,Navi Mumbai,Ghansoli,Drainage,38,184363,Rainy,2026-03-23 14:12:04,36,Medium
MMR-8658,Navi Mumbai,Ulwe,Drainage,9,143999,Cloudy,2026-03-23 14:12:56,10,Low
MMR-18516,Mumbai,Versova,Water,24,180635,Cloudy,2026-03-23 14:13:38,39,Low
MMR-11336,Navi Mumbai,New Panvel,Water,8,253969,Rainy,2026-03-23 14:15:47,8,Low
MMR-17262,Navi Mumbai,Belapur,Drainage,28,247954,Cloudy,2026-03-23 14:16:32,81,Low
MMR-16148,Mumbai,Worli,Water,28,234521,Rainy,2026-03-23 14:19:16,38,Low
MMR-8760,Mumbai,Thane,Garbage,46,690147,Rainy,2026-03-23 14:19:39,30,Medium
MMR-9927,Mumbai,Vile Parle,Drainage,33,347285,Cloudy,2026-03-23 14:19:46,49,Medium
MMR-18598,Mumbai,Hiranandani,Roads,11,170747,Rainy,2026-03-23 14:20:56,167,Low
MMR-17728,Navi Mumbai,Ulwe,Drainage,7,138157,Sunny,2026-03-23 14:22:26,131,Low
MMR-16073,Navi Mumbai,Ulwe,Drainage,22,149441,Rainy,2026-03-23 14:22:49,105,Low
MMR-6516,Navi Mumbai,Panvel,Roads,36,404961,Sunny,2026-03-23 14:23:21,47,Low
MMR-19814,Mumbai,Juhu,Garbage,15,191958,Cloudy,2026-03-23 14:23:50,17,Medium
MMR-6227,Navi Mumbai,Kalamboli,Water,8,188731,Rainy,2026-03-23 14:26:27,199,Medium
MMR-7238,Mumbai,Bandra,Water,19,333544,Rainy,2026-03-23 14:38:42,15,Medium
MMR-13068,Mumbai,Ghatkopar,Roads,36,467412,Cloudy,2026-03-23 14:41:09,47,High
MMR-11260,Mumbai,Wadala,Garbage,36,268483,Sunny,2026-03-23 14:44:48,20,Low
MMR-15400,Mumbai,Worli,Garbage,12,213404,Rainy,2026-03-23 14:48:42,112,High
MMR-1110,Navi Mumbai,Pushpak Nagar,Drainage,13,113644,Sunny,2026-03-23 14:48:42,9,Low
MMR-13107,Navi Mumbai,Dronagiri,Water,3,116334,Rainy,2026-03-23 14:53:05,5,Low
MMR-13594,Mumbai,Jogeshwari,Garbage,37,383535,Cloudy,2026-03-23 14:55:13,24,High
MMR-18440,Mumbai,Matunga,Drainage,31,251971,Rainy,2026-03-23 14:59:23,49,High
MMR-3227,Navi Mumbai,Vashi,Drainage,71,288199,Rainy,2026-03-23 14:59:33,75,Medium
MMR-14566,Mumbai,Matunga,Roads,52,261346,Rainy,2026-03-23 15:00:22,195,Medium
MMR-6620,Mumbai,Andheri,Garbage,68,813778,Rainy,2026-03-23 15:01:07,23,High
MMR-16056,Navi Mumbai,Taloja,Water,8,180914,Rainy,2026-03-23 15:01:31,123,Medium
MMR-8791,Navi Mumbai,Seawoods,Roads,14,193587,Sunny,2026-03-23 15:08:48,109,Low
MMR-13684,Mumbai,CST,Roads,16,134459,Sunny,2026-03-23 15:16:21,14,Low
MMR-1638,Mumbai,Bandra,Roads,49,327902,Cloudy,2026-03-23 15:19:46,60,Medium
MMR-15738,Mumbai,Sion,Roads,18,359397,Rainy,2026-03-23 15:21:18,85,Low
MMR-17774,Mumbai,Wadala,Drainage,68,282396,Rainy,2026-03-23 15:21:30,78,Low
MMR-15981,Mumbai,Chembur,Roads,32,413693,Rainy,2026-03-23 15:24:51,184,Medium
MMR-8628,Navi Mumbai,Kharghar,Roads,20,298920,Rainy,2026-03-23 15:27:25,69,Low
MMR-3334,Mumbai,Parel,Drainage,69,287735,Rainy,2026-03-23 15:29:17,69,High
MMR-6201,Mumbai,Matunga,Garbage,20,271398,Rainy,2026-03-23 15:38:25,191,High
MMR-20095,Mumbai,Hiranandani,Roads,14,148097,Rainy,2026-03-23 15:39:08,22,Medium
MMR-16887,Mumbai,Borivali,Roads,94,614157,Rainy,2026-03-23 15:41:01,104,Medium
MMR-6271,Navi Mumbai,Kalamboli,Water,13,186764,Rainy,2026-03-23 15:45:24,171,Low
MMR-4487,Navi Mumbai,Ghansoli,Garbage,15,185406,Sunny,2026-03-23 15:46:22,145,High
MMR-19276,Mumbai,Vikhroli,Water,10,328434,Sunny,2026-03-23 15:51:57,200,Low
MMR-8442,Navi Mumbai,Ulwe,Garbage,1,145222,Sunny,2026-03-23 15:52:16,148,Low
MMR-8624,Mumbai,Vile Parle,Drainage,79,351446,Rainy,2026-03-23 15:53:33,92,High
MMR-11826,Mumbai,Versova,Roads,17,178880,Rainy,2026-03-23 15:56:32,26,Low
MMR-1411,Mumbai,Dharavi,Garbage,62,676729,Sunny,2026-03-23 16:00:31,53,High
MMR-4485,Navi Mumbai,Juinagar,Water,14,161177,Rainy,2026-03-23 16:01:41,17,Medium
MMR-5093,Navi Mumbai,Nerul,Drainage,34,270328,Sunny,2026-03-23 16:10:18,42,Medium
MMR-9108,Navi Mumbai,Roadpali,Garbage,5,129503,Rainy,2026-03-23 16:10:51,199,High
MMR-15617,Navi Mumbai,Taloja,Drainage,21,165780,Rainy,2026-03-23 16:14:37,173,Low
MMR-20070,Mumbai,Matunga,Drainage,37,257833,Rainy,2026-03-23 16:14:38,198,Low
MMR-16566,Mumbai,CST,Roads,1,134399,Sunny,2026-03-23 16:15:13,0,Low
MMR-16619,Mumbai,Lower Parel,Drainage,51,211504,Rainy,2026-03-23 16:15:18,151,High
MMR-9944,Mumbai,Sion,Drainage,24,325862,Sunny,2026-03-23 16:15:58,110,Medium
MMR-10022,Mumbai,Lower Parel,Roads,20,224551,Rainy,2026-03-23 16:21:00,17,High
MMR-16765,Navi Mumbai,Roadpali,Roads,12,140197,Rainy,2026-03-23 16:22:00,6,High
MMR-15873,Navi Mumbai,Vashi,Drainage,97,291447,Rainy,2026-03-23 16:27:32,39,High
MMR-13572,Mumbai,Vile Parle,Drainage,6,307438,Rainy,2026-03-23 16:27:43,5,Low
MMR-9830,Navi Mumbai,Sanpada,Water,77,174164,Sunny,2026-03-23 16:27:48,87,High
MMR-18604,Navi Mumbai,Ghansoli,Garbage,17,188603,Rainy,2026-03-23 16:29:31,23,Low
MMR-4599,Mumbai,Malad,Roads,50,584772,Cloudy,2026-03-23 16:30:02,52,Medium
MMR-1489,Mumbai,Kurla,Drainage,47,458204,Cloudy,2026-03-23 16:31:53,77,Medium
MMR-14464,Navi Mumbai,Roadpali,Water,7,125801,Cloudy,2026-03-23 16:31:57,10,Low
MMR-2479,Navi Mumbai,Kamothe,Garbage,98,235518,Sunny,2026-03-23 16:33:13,106,Medium
MMR-3942,Navi Mumbai,Airoli,Water,14,238166,Rainy,2026-03-23 16:36:36,17,High
MMR-20362,Mumbai,Vile Parle,Roads,30,326700,Cloudy,2026-03-23 16:39:05,18,Medium
MMR-7716,Mumbai,Ghatkopar,Water,95,442840,Sunny,2026-03-23 16:39:06,98,High
MMR-17478,Navi Mumbai,Nerul,Water,60,270448,Cloudy,2026-03-23 16:41:04,49,Medium
