Complaint_ID,Area,Complaint_Type,Complaint_Count,Population,Weather,Timestamp,Previous_Complaints,Severity
MUM-2379,Fort,Garbage,10,145866,Rainy,2026-03-22 11:04:07,8,Medium
MUM-7138,Ghatkopar,Roads,53,467206,Rainy,2026-03-22 11:04:09,34,High
MUM-7642,Wadala,Water,74,286111,Cloudy,2026-03-22 11:09:31,2,Medium
MUM-2052,Parel,Water,31,281729,Sunny,2026-03-22 11:16:36,26,High
MUM-4217,Andheri,Garbage,78,847844,Rainy,2026-03-22 11:18:03,113,High
MUM-6978,Wadala,Roads,16,285749,Sunny,2026-03-22 11:19:26,22,Low
MUM-2858,Parel,Roads,32,296316,Cloudy,2026-03-22 11:28:57,18,Medium
MUM-5933,Jogeshwari,Drainage,37,403822,Sunny,2026-03-22 11:31:48,47,High
MUM-4510,Juhu,Garbage,28,204980,Sunny,2026-03-22 11:37:51,191,Medium
MUM-2872,Versova,Garbage,11,178519,Sunny,2026-03-22 11:42:49,11,High
MUM-2421,Matunga,Drainage,21,257736,Sunny,2026-03-22 11:57:22,25,Medium
MUM-3909,Andheri,Roads,66,847835,Sunny,2026-03-22 11:58:01,77,High
MUM-9094,Wadala,Drainage,22,279480,Rainy,2026-03-22 12:03:01,22,Low
MUM-3567,Fort,Drainage,15,146489,Rainy,2026-03-22 12:06:21,17,Medium
MUM-2012,Ghatkopar,Garbage,66,460919,Rainy,2026-03-22 12:06:22,57,High
MUM-8088,Thane,Drainage,60,692015,Cloudy,2026-03-22 12:12:00,52,High
MUM-2517,Andheri,Roads,40,842170,Sunny,2026-03-22 12:12:16,34,High
MUM-7104,Worli,Roads,25,227635,Sunny,2026-03-22 12:12:39,17,Medium
MUM-9556,Powai,Roads,35,311328,Rainy,2026-03-22 12:15:43,18,Medium
MUM-10968,Dharavi,Roads,44,720344,Rainy,2026-03-22 12:24:46,56,High
MUM-6267,Versova,Drainage,11,175180,Sunny,2026-03-22 12:25:44,10,Low
MUM-5797,Matunga,Drainage,18,255539,Cloudy,2026-03-22 12:33:05,11,Medium
MUM-3704,Colaba,Drainage,14,176147,Rainy,2026-03-22 12:39:45,12,Low
MUM-1063,Andheri,Water,34,863150,Rainy,2026-03-22 12:42:07,27,Medium
MUM-7823,Churchgate,Drainage,13,119378,Rainy,2026-03-22 12:57:29,16,Low
MUM-5586,Fort,Roads,11,146918,Sunny,2026-03-22 12:59:10,6,Medium
MUM-5672,Vikhroli,Drainage,22,316167,Cloudy,2026-03-22 12:59:48,25,High
MUM-8454,Mulund,Drainage,26,361382,Sunny,2026-03-22 13:08:17,44,Low
MUM-10300,Dharavi,Drainage,58,695906,Sunny,2026-03-22 13:22:08,65,Medium
MUM-7082,Juhu,Drainage,39,197198,Rainy,2026-03-22 13:25:16,31,High
MUM-8775,Thane,Drainage,100,705904,Rainy,2026-03-22 13:25:40,158,High
MUM-4964,Vile Parle,Drainage,79,325417,Rainy,2026-03-22 13:30:51,130,Low
MUM-9711,Goregaon,Drainage,19,473364,Cloudy,2026-03-22 13:35:09,15,Low
MUM-6377,Vile Parle,Roads,25,324832,Rainy,2026-03-22 13:36:59,17,Low
MUM-2343,Hiranandani,Roads,13,155832,Rainy,2026-03-22 13:38:12,21,Medium
MUM-2944,Mulund,Water,32,360089,Cloudy,2026-03-22 13:41:18,27,High
MUM-5353,Lower Parel,Water,23,208225,Rainy,2026-03-22 13:47:58,142,Medium
MUM-7356,Kurla,Water,45,431571,Rainy,2026-03-22 13:49:48,77,Low
MUM-3091,Powai,Water,26,318422,Rainy,2026-03-22 13:51:38,28,Medium
MUM-6689,Malad,Water,37,549964,Sunny,2026-03-22 13:52:10,57,High
MUM-1765,Powai,Drainage,33,301002,Cloudy,2026-03-22 13:55:15,40,High
MUM-9615,Powai,Water,31,317173,Rainy,2026-03-22 14:00:49,31,Medium
MUM-10838,Fort,Garbage,9,148079,Sunny,2026-03-22 14:09:11,8,Low
MUM-7209,CST,Roads,4,131198,Rainy,2026-03-22 14:11:50,5,Low
MUM-6363,Santacruz,Water,33,300890,Cloudy,2026-03-22 14:14:06,57,Medium
MUM-5418,Bhayander,Garbage,49,527140,Cloudy,2026-03-22 14:21:06,24,High
MUM-9314,Mulund,Roads,20,370282,Cloudy,2026-03-22 14:24:44,15,Medium
MUM-9925,Sion,Roads,27,339530,Cloudy,2026-03-22 14:25:17,14,Medium
MUM-3120,Mulund,Drainage,85,365104,Rainy,2026-03-22 14:26:11,139,High
MUM-10581,Chembur,Drainage,38,399989,Sunny,2026-03-22 14:27:09,37,High
MUM-1394,Goregaon,Water,38,480671,Cloudy,2026-03-22 14:31:59,66,Medium
MUM-3551,Versova,Roads,83,179360,Cloudy,2026-03-22 14:32:46,100,Low
MUM-1633,Jogeshwari,Water,25,408152,Sunny,2026-03-22 14:33:46,20,Low
MUM-1276,Churchgate,Drainage,7,119253,Sunny,2026-03-22 14:42:04,6,Low
MUM-8960,Malad,Roads,31,538676,Rainy,2026-03-22 14:42:49,55,Medium
MUM-3842,Bhayander,Garbage,20,516660,Sunny,2026-03-22 14:49:23,18,Low
MUM-6948,CST,Garbage,98,131602,Sunny,2026-03-22 15:00:44,108,High
MUM-10851,Churchgate,Roads,81,122374,Rainy,2026-03-22 15:01:45,98,Medium
MUM-2874,Kandivali,Water,43,601854,Rainy,2026-03-22 15:18:55,73,Low
MUM-10276,Vile Parle,Drainage,62,329833,Rainy,2026-03-22 15:19:53,70,Medium
MUM-8080,Wadala,Water,21,280425,Rainy,2026-03-22 15:31:12,103,Low
MUM-9264,Versova,Roads,90,177312,Rainy,2026-03-22 15:34:27,99,High
MUM-10066,Vikhroli,Roads,35,306220,Rainy,2026-03-22 15:35:50,60,High
MUM-4141,Hiranandani,Garbage,9,158993,Rainy,2026-03-22 15:36:38,8,Low
MUM-4559,Hiranandani,Drainage,20,161392,Rainy,2026-03-22 15:44:02,17,Medium
MUM-3465,Powai,Garbage,32,318815,Sunny,2026-03-22 15:44:53,27,Low
MUM-5311,Bandra,Drainage,18,325290,Cloudy,2026-03-22 15:45:03,26,Medium
MUM-8829,Chembur,Water,33,385275,Sunny,2026-03-22 15:48:29,51,Medium
MUM-4765,Churchgate,Drainage,49,122887,Cloudy,2026-03-22 15:53:26,30,Medium
MUM-5870,Wadala,Roads,18,279759,Cloudy,2026-03-22 16:05:45,14,Medium
MUM-9511,Wadala,Roads,25,286896,Rainy,2026-03-22 16:09:19,25,Low
MUM-4449,Malad,Drainage,19,559787,Cloudy,2026-03-22 16:11:30,32,Low
MUM-2773,Hiranandani,Roads,8,158023,Rainy,2026-03-22 16:15:34,4,Medium
MUM-2360,Parel,Drainage,15,297551,Sunny,2026-03-22 16:18:56,125,Low
MUM-1166,Churchgate,Garbage,11,122377,Sunny,2026-03-22 16:19:46,15,Medium
MUM-8068,Lower Parel,Roads,15,209910,Rainy,2026-03-22 16:20:58,18,Medium
MUM-9109,Parel,Water,28,291463,Rainy,2026-03-22 16:25:09,33,Low
MUM-9796,Malad,Garbage,76,543165,Rainy,2026-03-22 16:28:06,105,Medium
MUM-2239,Hiranandani,Drainage,9,156687,Sunny,2026-03-22 16:32:08,6,Low
MUM-5874,Mulund,Garbage,41,375399,Rainy,2026-03-22 16:41:44,35,High
MUM-1599,Santacruz,Water,28,298276,Sunny,2026-03-22 16:48:10,46,Medium
MUM-1222,Jogeshwari,Water,36,405104,Cloudy,2026-03-22 16:55:08,50,Low
MUM-5312,Dharavi,Water,60,710931,Sunny,2026-03-22 17:10:15,80,Medium
MUM-5861,Versova,Drainage,44,177067,Sunny,2026-03-22 17:12:58,37,Medium
MUM-5622,CST,Roads,8,131289,Sunny,2026-03-22 17:16:21,12,Low
MUM-2308,CST,Drainage,27,129432,Rainy,2026-03-22 17:18:53,24,Low
MUM-8335,Mulund,Garbage,29,365783,Sunny,2026-03-22 17:21:45,52,Medium
MUM-9375,Kurla,Drainage,55,419976,Sunny,2026-03-22 17:22:58,58,Low
MUM-10414,Vile Parle,Roads,17,336716,Sunny,2026-03-22 17:45:33,20,Low
MUM-8316,Thane,Garbage,89,728022,Rainy,2026-03-22 17:49:26,94,Medium
MUM-3143,Colaba,Drainage,93,179133,Rainy,2026-03-22 18:03:43,134,Medium
MUM-4017,Thane,Garbage,84,705376,Rainy,2026-03-22 18:08:09,46,Medium
MUM-6651,Goregaon,Garbage,46,465876,Cloudy,2026-03-22 18:14:11,26,Low
MUM-6980,Dadar,Water,27,509890,Rainy,2026-03-22 18:15:41,44,Low
MUM-8307,Dadar,Garbage,64,514234,Rainy,2026-03-22 18:21:49,44,High
MUM-6746,Sion,Garbage,12,343488,Sunny,2026-03-22 18:26:54,21,Low
MUM-9708,Andheri,Water,86,861022,Rainy,2026-03-22 18:28:33,45,Low
MUM-8804,Fort,Water,15,149518,Cloudy,2026-03-22 18:32:25,15,Medium
MUM-3660,Malad,Water,21,547365,Rainy,2026-03-22 18:42:31,36,Low
MUM-6245,Lower Parel,Drainage,24,215223,Cloudy,2026-03-22 18:46:19,16,Medium
MUM-1045,Borivali,Water,48,616341,Sunny,2026-03-22 18:53:00,35,High
MUM-2790,Goregaon,Garbage,92,479866,Sunny,2026-03-22 18:53:29,123,High
MUM-6222,Chembur,Water,35,381017,Sunny,2026-03-22 18:55:22,160,High
MUM-3128,Churchgate,Water,6,118167,Cloudy,2026-03-22 18:55:50,5,Medium
MUM-4621,Kurla,Roads,51,442692,Cloudy,2026-03-22 18:57:41,36,Medium
MUM-7473,Dadar,Water,40,499869,Rainy,2026-03-22 19:00:23,53,Low
MUM-8123,Mulund,Roads,29,367951,Rainy,2026-03-22 19:03:46,14,Low
MUM-10032,Borivali,Water,35,589870,Sunny,2026-03-22 19:05:55,56,Medium
MUM-1877,Mulund,Drainage,56,369456,Rainy,2026-03-22 19:09:46,31,High
MUM-4292,Worli,Drainage,21,232627,Rainy,2026-03-22 19:12:54,20,Medium
MUM-8850,Bhayander,Drainage,67,531833,Rainy,2026-03-22 19:18:41,73,High
MUM-1191,Fort,Water,11,148372,Cloudy,2026-03-22 19:29:47,17,Medium
MUM-3753,Vikhroli,Garbage,29,310668,Rainy,2026-03-22 19:30:08,40,Medium
MUM-8739,Wadala,Water,14,277617,Cloudy,2026-03-22 19:53:35,13,Medium
MUM-10769,Kandivali,Water,60,631705,Rainy,2026-03-22 19:56:15,33,High
MUM-6983,Chembur,Water,22,385431,Sunny,2026-03-22 19:57:56,21,Low
MUM-10287,Vile Parle,Garbage,49,330550,Rainy,2026-03-22 19:58:22,40,Medium
MUM-1165,Parel,Garbage,18,283031,Sunny,2026-03-22 20:03:07,24,Low
MUM-3965,Worli,Drainage,9,229608,Rainy,2026-03-22 20:04:06,15,Medium
MUM-8783,Thane,Garbage,84,694256,Cloudy,2026-03-22 20:11:02,49,Low
MUM-3629,Lower Parel,Garbage,8,214177,Sunny,2026-03-22 20:28:09,4,Low
MUM-4517,Chembur,Drainage,39,392602,Cloudy,2026-03-22 20:37:53,25,Medium
MUM-6324,Jogeshwari,Drainage,100,413196,Rainy,2026-03-22 20:40:32,178,Medium
MUM-7309,Andheri,Roads,69,856397,Sunny,2026-03-22 20:40:46,36,High
MUM-5452,Powai,Garbage,29,301108,Sunny,2026-03-22 20:48:19,19,Low
MUM-4792,Santacruz,Roads,20,290607,Rainy,2026-03-22 20:53:46,102,Low
MUM-10080,CST,Water,55,126543,Cloudy,2026-03-22 21:06:20,79,Medium
MUM-10487,Mulund,Water,32,380224,Rainy,2026-03-22 21:06:32,26,Low
MUM-2481,Ghatkopar,Garbage,54,469167,Sunny,2026-03-22 21:09:24,70,Low
MUM-4611,Wadala,Garbage,68,286753,Sunny,2026-03-22 21:13:03,104,High
MUM-6472,Bhayander,Roads,38,506691,Sunny,2026-03-22 21:13:04,67,High
MUM-3921,Fort,Water,12,151465,Cloudy,2026-03-22 21:17:16,11,High
MUM-7445,Kurla,Water,21,425511,Rainy,2026-03-22 21:22:13,32,Low
MUM-1540,Powai,Roads,49,308502,Cloudy,2026-03-22 21:23:41,84,High
MUM-8800,Colaba,Roads,6,179758,Sunny,2026-03-22 21:29:26,6,Low
MUM-3215,Versova,Garbage,2,176296,Rainy,2026-03-22 21:35:59,2,Medium
MUM-8052,Kandivali,Roads,86,620261,Sunny,2026-03-22 21:37:19,73,High
MUM-8150,Worli,Garbage,32,225968,Cloudy,2026-03-22 21:40:15,18,High
MUM-4026,Vikhroli,Garbage,39,308782,Cloudy,2026-03-22 21:53:47,37,High
MUM-5032,Dharavi,Garbage,59,700847,Cloudy,2026-03-22 22:03:43,29,High
MUM-2807,Vile Parle,Roads,22,330202,Sunny,2026-03-22 22:05:39,21,Medium
MUM-9723,Vikhroli,Drainage,35,301331,Cloudy,2026-03-22 22:09:05,46,Medium
MUM-4090,Worli,Roads,18,235234,Cloudy,2026-03-22 22:11:25,19,Low
MUM-1516,Jogeshwari,Roads,39,406696,Rainy,2026-03-22 22:16:41,68,Low
MUM-6460,Santacruz,Drainage,1,296048,Rainy,2026-03-22 22:16:50,1,Low
MUM-5576,Ghatkopar,Roads,69,473045,Rainy,2026-03-22 22:19:17,94,High
MUM-3713,Goregaon,Garbage,100,467100,Rainy,2026-03-22 22:21:29,54,High
MUM-6568,Jogeshwari,Garbage,76,414987,Rainy,2026-03-22 22:36:04,113,Medium
MUM-7833,Powai,Garbage,36,304939,Cloudy,2026-03-22 22:36:20,44,High
MUM-8977,Bhayander,Garbage,41,527461,Sunny,2026-03-22 22:38:54,26,Medium
MUM-1212,Ghatkopar,Roads,26,469693,Sunny,2026-03-22 22:45:26,36,Low
MUM-7331,CST,Water,87,127604,Sunny,2026-03-22 22:46:23,88,High
MUM-7524,Churchgate,Drainage,12,121776,Rainy,2026-03-22 22:50:34,19,Medium
MUM-9910,Wadala,Roads,22,278167,Sunny,2026-03-22 22:51:15,37,Medium
MUM-10266,Lower Parel,Drainage,13,207370,Sunny,2026-03-22 22:52:43,13,Medium
MUM-6119,Wadala,Water,24,276378,Sunny,2026-03-22 22:56:36,33,High
MUM-1991,Thane,Roads,58,713496,Cloudy,2026-03-22 22:56:46,97,Medium
MUM-5662,Churchgate,Water,13,118589,Rainy,2026-03-22 23:01:25,22,Low
MUM-2305,Powai,Drainage,44,303914,Rainy,2026-03-22 23:05:55,34,Medium
MUM-9762,Matunga,Garbage,14,256988,Cloudy,2026-03-22 23:10:28,10,Medium
MUM-6434,Borivali,Drainage,62,582835,Cloudy,2026-03-22 23:14:39,88,Medium
MUM-7661,Powai,Drainage,45,312084,Rainy,2026-03-22 23:15:03,94,Low
MUM-7598,Parel,Roads,12,285143,Rainy,2026-03-22 23:15:43,16,Medium
MUM-2179,Wadala,Water,12,273048,Cloudy,2026-03-22 23:17:07,18,Medium
MUM-7090,Jogeshwari,Roads,28,403186,Rainy,2026-03-22 23:17:39,35,High
MUM-4531,Santacruz,Garbage,33,295060,Rainy,2026-03-22 23:25:07,55,Medium
MUM-10928,Chembur,Drainage,37,386195,Sunny,2026-03-22 23:28:03,19,High
MUM-7535,Powai,Drainage,38,318438,Rainy,2026-03-22 23:31:53,40,High
MUM-7777,Goregaon,Drainage,37,465802,Sunny,2026-03-22 23:32:18,135,Low
MUM-7470,Dadar,Roads,55,502563,Sunny,2026-03-22 23:43:27,32,High
MUM-9958,Parel,Drainage,78,287283,Rainy,2026-03-22 23:46:48,102,High
MUM-10406,Matunga,Water,12,263964,Rainy,2026-03-22 23:47:23,19,Low
MUM-3819,CST,Water,4,132096,Cloudy,2026-03-22 23:51:42,4,Medium
MUM-3878,Versova,Garbage,13,174025,Cloudy,2026-03-22 23:56:03,12,Low
MUM-5684,Vikhroli,Roads,27,318986,Sunny,2026-03-22 23:57:40,23,Low
MUM-1020,Chembur,Water,31,382073,Sunny,2026-03-22 23:59:40,18,Medium
MUM-5504,Powai,Roads,21,317035,Rainy,2026-03-23 00:07:29,30,High
MUM-3280,Goregaon,Roads,60,483229,Sunny,2026-03-23 00:08:11,78,High
MUM-8089,Bhayander,Garbage,100,524600,Rainy,2026-03-23 00:09:00,93,High
MUM-2785,Chembur,Drainage,7,398985,Rainy,2026-03-23 00:20:05,9,Medium
MUM-10637,Lower Parel,Drainage,30,206682,Rainy,2026-03-23 00:21:16,25,Medium
MUM-2844,Sion,Garbage,60,348932,Rainy,2026-03-23 00:22:13,60,High
MUM-6697,Kandivali,Water,70,634739,Cloudy,2026-03-23 00:22:26,82,High
MUM-4538,Versova,Garbage,23,177934,Rainy,2026-03-23 00:23:32,47,Low
MUM-5755,Malad,Roads,25,559988,Rainy,2026-03-23 00:23:55,42,Medium
MUM-10839,Worli,Garbage,14,233463,Sunny,2026-03-23 00:28:45,22,Medium
MUM-9253,Sion,Garbage,64,345050,Rainy,2026-03-23 00:31:41,92,High
MUM-8413,Vikhroli,Garbage,13,307153,Cloudy,2026-03-23 00:39:28,9,Low
MUM-3544,Vikhroli,Roads,23,305639,Rainy,2026-03-23 00:42:41,37,Low
MUM-4986,Colaba,Drainage,8,182192,Cloudy,2026-03-23 00:44:16,14,Low
MUM-7063,Bhayander,Garbage,19,507291,Sunny,2026-03-23 00:45:08,18,Low
MUM-2278,Chembur,Water,23,385982,Sunny,2026-03-23 00:50:45,37,Low
MUM-5923,Goregaon,Garbage,31,474886,Cloudy,2026-03-23 01:00:23,25,Low
MUM-10685,Wadala,Garbage,32,282637,Rainy,2026-03-23 01:01:55,26,Medium
MUM-6916,Bhayander,Water,83,526303,Rainy,2026-03-23 01:03:59,71,High
MUM-1145,Worli,Roads,15,233036,Rainy,2026-03-23 01:04:29,11,Medium
MUM-4877,Fort,Water,17,148758,Cloudy,2026-03-23 01:10:17,23,Low
MUM-5804,Bandra,Water,67,314370,Cloudy,2026-03-23 01:19:14,79,Medium
MUM-3096,Dadar,Roads,61,502085,Sunny,2026-03-23 01:25:31,32,High
MUM-9769,Mulund,Water,37,379673,Cloudy,2026-03-23 01:26:58,44,Medium
MUM-3499,Kurla,Garbage,48,421481,Sunny,2026-03-23 01:28:58,66,Medium
MUM-10224,Powai,Roads,24,302631,Rainy,2026-03-23 01:30:00,101,Medium
MUM-2540,Wadala,Drainage,13,274873,Sunny,2026-03-23 01:33:22,18,Low
MUM-7449,Churchgate,Water,11,121392,Rainy,2026-03-23 02:05:41,7,Low
MUM-10990,Dharavi,Roads,61,696203,Rainy,2026-03-23 02:12:52,54,High
MUM-2500,Goregaon,Roads,6,483598,Rainy,2026-03-23 02:13:02,4,Medium
MUM-9518,Goregaon,Drainage,65,487928,Cloudy,2026-03-23 02:14:47,83,Medium
MUM-8866,Dharavi,Water,22,690575,Sunny,2026-03-23 02:15:28,26,Low
MUM-9393,Dharavi,Water,29,679962,Cloudy,2026-03-23 02:16:41,39,Medium
MUM-9812,Versova,Garbage,17,175880,Cloudy,2026-03-23 02:22:55,25,Low
MUM-3138,Worli,Water,21,228669,Sunny,2026-03-23 02:26:07,33,Medium
MUM-7415,Matunga,Roads,61,263912,Rainy,2026-03-23 02:27:10,87,High
MUM-1377,Sion,Roads,18,345644,Cloudy,2026-03-23 02:29:22,26,Low
MUM-5155,Malad,Drainage,63,547596,Cloudy,2026-03-23 02:32:14,54,High
MUM-3525,Churchgate,Garbage,7,120772,Cloudy,2026-03-23 02:33:40,43,Low
MUM-6566,Malad,Drainage,74,551800,Sunny,2026-03-23 02:40:45,81,High
MUM-10228,Worli,Drainage,14,235310,Sunny,2026-03-23 02:42:46,17,Medium
MUM-5339,Powai,Water,17,302099,Rainy,2026-03-23 02:42:52,11,Low
MUM-6015,Lower Parel,Water,8,212581,Sunny,2026-03-23 02:44:00,13,High
MUM-2820,Wadala,Drainage,13,275789,Sunny,2026-03-23 02:45:53,11,Low
MUM-7599,Versova,Drainage,42,174717,Rainy,2026-03-23 02:56:06,25,Medium
MUM-1529,Parel,Drainage,51,281458,Rainy,2026-03-23 02:58:44,58,Low
MUM-4816,Vikhroli,Roads,30,302806,Rainy,2026-03-23 03:05:33,51,Low
MUM-10309,Vile Parle,Roads,21,325568,Rainy,2026-03-23 03:08:56,21,Low
MUM-6963,Kurla,Roads,57,425127,Sunny,2026-03-23 03:11:17,50,Low
MUM-4057,Mulund,Drainage,74,366884,Rainy,2026-03-23 03:26:20,114,High
MUM-5702,Wadala,Roads,29,275866,Rainy,2026-03-23 03:26:48,25,Low
MUM-4669,Lower Parel,Water,14,216257,Sunny,2026-03-23 03:28:00,9,Medium
MUM-8301,Thane,Garbage,83,725119,Sunny,2026-03-23 03:35:54,82,High
MUM-2339,Borivali,Roads,34,612080,Sunny,2026-03-23 03:36:07,32,Medium
MUM-10793,Powai,Garbage,38,310752,Cloudy,2026-03-23 03:36:22,35,Medium
MUM-6877,Juhu,Drainage,20,195138,Cloudy,2026-03-23 03:38:00,24,Medium
MUM-1674,Matunga,Drainage,8,259885,Rainy,2026-03-23 03:41:01,9,Medium
MUM-10575,Hiranandani,Drainage,31,161433,Rainy,2026-03-23 03:44:32,43,Medium
MUM-1601,Vikhroli,Garbage,36,306426,Rainy,2026-03-23 03:49:16,56,High
MUM-3444,Malad,Drainage,25,553822,Sunny,2026-03-23 03:54:21,26,Medium
MUM-5010,Andheri,Water,79,825831,Rainy,2026-03-23 03:55:14,100,High
MUM-3457,Andheri,Water,76,873117,Rainy,2026-03-23 03:55:45,95,High
MUM-2162,Santacruz,Roads,31,290658,Rainy,2026-03-23 03:56:46,25,Medium
MUM-7813,Ghatkopar,Water,17,472751,Sunny,2026-03-23 03:58:27,8,Low
MUM-3673,Dharavi,Roads,61,683504,Cloudy,2026-03-23 04:02:27,98,Low
MUM-6684,Fort,Drainage,24,145905,Rainy,2026-03-23 04:08:37,17,Low
MUM-5288,Matunga,Roads,26,252373,Cloudy,2026-03-23 04:13:19,31,Low
MUM-9912,Chembur,Drainage,55,399701,Rainy,2026-03-23 04:15:56,96,High
MUM-8768,Vikhroli,Drainage,21,304860,Cloudy,2026-03-23 04:18:47,31,Low
MUM-7080,Sion,Drainage,69,348706,Rainy,2026-03-23 04:20:47,42,High
MUM-2300,Churchgate,Drainage,13,118717,Sunny,2026-03-23 04:25:33,19,Low
MUM-8221,Santacruz,Water,11,303647,Cloudy,2026-03-23 04:27:19,7,Medium
MUM-10711,Kurla,Drainage,66,417417,Rainy,2026-03-23 04:30:01,78,High
MUM-10413,Parel,Roads,29,281746,Rainy,2026-03-23 04:33:43,40,Low
MUM-6293,CST,Drainage,8,131060,Sunny,2026-03-23 04:37:15,14,Low
MUM-9647,Santacruz,Garbage,54,293183,Rainy,2026-03-23 04:39:08,32,High
MUM-3287,Borivali,Water,54,591697,Rainy,2026-03-23 04:40:04,49,High
MUM-8740,Borivali,Garbage,68,600316,Cloudy,2026-03-23 04:40:14,121,Medium
MUM-2883,Colaba,Roads,4,183410,Rainy,2026-03-23 04:43:49,3,Low
MUM-6800,Jogeshwari,Water,54,417759,Sunny,2026-03-23 04:45:40,69,Medium
MUM-4767,Dharavi,Garbage,39,699248,Sunny,2026-03-23 04:50:25,37,Medium
MUM-3436,Sion,Water,46,332178,Rainy,2026-03-23 04:51:27,80,High
MUM-8045,Vikhroli,Drainage,19,314919,Cloudy,2026-03-23 04:55:32,17,Low
MUM-1650,Borivali,Water,39,600996,Cloudy,2026-03-23 05:00:05,66,Medium
MUM-1714,Ghatkopar,Drainage,70,447096,Sunny,2026-03-23 05:10:20,160,High
MUM-6550,Malad,Garbage,25,565723,Rainy,2026-03-23 05:15:15,13,Low
MUM-5451,Chembur,Garbage,51,383974,Rainy,2026-03-23 05:22:14,61,Low
MUM-10979,Matunga,Drainage,2,252514,Sunny,2026-03-23 05:22:17,2,Low
MUM-1006,Vile Parle,Garbage,38,339219,Rainy,2026-03-23 05:22:40,22,High
MUM-7899,Colaba,Roads,13,177362,Cloudy,2026-03-23 05:26:11,8,Medium
MUM-1803,Juhu,Water,15,200071,Rainy,2026-03-23 05:32:45,43,Low
MUM-9555,Sion,Water,33,346003,Rainy,2026-03-23 05:34:03,30,Low
MUM-5723,Mulund,Drainage,64,371386,Rainy,2026-03-23 05:35:34,83,High
MUM-10872,Kurla,Roads,36,441964,Rainy,2026-03-23 05:36:41,44,High
MUM-5707,Dharavi,Garbage,91,718977,Sunny,2026-03-23 05:38:57,154,High
MUM-2385,Thane,Water,10,700139,Sunny,2026-03-23 05:41:17,8,Low
MUM-7041,Borivali,Water,79,582015,Rainy,2026-03-23 05:46:39,86,High
MUM-8930,Hiranandani,Garbage,20,161984,Cloudy,2026-03-23 05:47:45,20,Low
MUM-8658,Versova,Roads,12,170591,Cloudy,2026-03-23 05:48:41,143,Medium
MUM-1035,Kurla,Water,50,430764,Cloudy,2026-03-23 05:53:20,78,Medium
MUM-1084,Kurla,Roads,37,438070,Cloudy,2026-03-23 06:02:28,36,Medium
MUM-4138,Bhayander,Water,39,527941,Sunny,2026-03-23 06:03:14,30,Low
MUM-2741,Bandra,Garbage,91,327669,Cloudy,2026-03-23 06:08:22,108,Medium
MUM-5678,Versova,Drainage,8,171215,Rainy,2026-03-23 06:17:37,12,Medium
MUM-10595,Bhayander,Water,64,522572,Cloudy,2026-03-23 06:22:18,63,Low
MUM-9284,Colaba,Garbage,35,184411,Rainy,2026-03-23 06:22:26,41,Low
MUM-7581,Goregaon,Drainage,6,476004,Sunny,2026-03-23 06:27:22,28,Low
MUM-4670,Bhayander,Water,55,509978,Sunny,2026-03-23 06:37:51,47,High
MUM-4430,Kurla,Garbage,30,418492,Cloudy,2026-03-23 06:38:07,26,Low
MUM-6657,Ghatkopar,Water,35,467647,Rainy,2026-03-23 06:43:25,29,Medium
MUM-6378,CST,Roads,13,130125,Rainy,2026-03-23 06:53:52,11,Medium
MUM-3199,Goregaon,Drainage,31,470640,Sunny,2026-03-23 06:54:43,38,Low
MUM-10963,Hiranandani,Garbage,12,159951,Rainy,2026-03-23 06:57:39,17,Low
MUM-3390,CST,Garbage,8,126503,Sunny,2026-03-23 06:59:38,4,Low
MUM-1005,Goregaon,Garbage,45,466938,Rainy,2026-03-23 07:00:02,52,High
MUM-6220,Chembur,Garbage,30,379011,Sunny,2026-03-23 07:02:45,42,Medium
MUM-4833,CST,Drainage,2,130235,Cloudy,2026-03-23 07:04:23,1,High
MUM-5194,Versova,Garbage,71,170875,Sunny,2026-03-23 07:12:20,46,Medium
MUM-1008,Dharavi,Garbage,64,706825,Rainy,2026-03-23 07:13:56,107,Medium
MUM-9014,Kandivali,Drainage,90,601968,Cloudy,2026-03-23 07:23:33,155,High
MUM-5021,Jogeshwari,Water,44,403424,Cloudy,2026-03-23 07:31:22,45,Medium
MUM-4424,Santacruz,Garbage,25,297835,Cloudy,2026-03-23 07:31:47,87,Low
MUM-6573,Ghatkopar,Garbage,40,472609,Cloudy,2026-03-23 07:35:51,95,High
MUM-8779,CST,Garbage,10,132172,Cloudy,2026-03-23 07:36:30,12,Medium
MUM-2026,Bandra,Roads,45,311631,Rainy,2026-03-23 07:45:12,27,Medium
MUM-6439,Fort,Drainage,75,145819,Rainy,2026-03-23 07:51:05,116,High
MUM-1340,Colaba,Roads,17,175488,Cloudy,2026-03-23 07:51:23,14,Low
MUM-1370,Sion,Water,38,346766,Rainy,2026-03-23 07:56:17,20,Low
MUM-4959,Borivali,Roads,59,587636,Cloudy,2026-03-23 08:02:15,35,Low
MUM-10061,Kandivali,Roads,68,614723,Rainy,2026-03-23 08:04:08,117,Medium
MUM-7394,Ghatkopar,Drainage,67,462385,Sunny,2026-03-23 08:07:55,69,High
MUM-5186,Versova,Water,5,179663,Sunny,2026-03-23 08:17:02,7,Medium
MUM-1698,Santacruz,Garbage,43,299231,Rainy,2026-03-23 08:19:59,74,High
MUM-6083,Thane,Drainage,66,709141,Sunny,2026-03-23 08:21:50,153,Medium
